share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
300259,新天科技股份有限公司,"Suntront Technology Co., Ltd.",河南省郑州高新技术产业开发区国槐街19号,新天科技,费战波,杨冬玲,"53,438.9981",仪器仪表制造业,450001,0371-56160968,0371-56160968,www.suntront.com,2011-08-31,2011-08-18,"1,900",21.9,50.93,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300260,昆山新莱洁净应用材料股份有限公司,"Kunshan Kinglai Hygienic Materials Co., Ltd.",江苏省昆山市陆家镇陆丰西路22号,新莱应材,李水波,郭红飞,"20,194.0000",通用设备制造业,215331,0512-87881808,0512-57871472,www.kinglai.com.cn,2011-09-06,2011-08-23,"1,670",27,46.63,"网下询价发行,上网定价发行",长江证券承销保荐有限公司 , ,长江证券承销保荐有限公司 
300261,雅本化学股份有限公司,ABA Chemicals Corporation,江苏省太仓市太仓港港口开发区石化区东方东路18号,雅本化学,蔡彤,王卓颖,"64,220.6314",化学原料和化学制品制造业,215433,021-32270636,021-51159188,www.abachem.com,2011-09-06,2011-08-29,"2,270",22,51.76,"网下询价发行,上网定价发行",东方证券股份有限公司 , ,东方花旗证券有限公司 中国国际金融股份有限公司 
300262,上海巴安水务股份有限公司,"SafBon Water Service (Holding) Inc., Shanghai",上海市青浦区练塘镇章练塘路666号,巴安水务,张春霖,陆天怡,"67,038.2299",生态保护和环境治理业,201715,021-32020653,021-62564865,www.safbon.com,2011-09-16,2011-09-05,"1,670",18,39.13,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300263,洛阳隆华传热节能股份有限公司,"Luoyang Longhua Heat Transfer and Energy Conservation Co., Ltd.",河南省洛阳市空港产业集聚区,隆华节能,李占明,段嘉刚,"88,207.9304",通用设备制造业,471132,0379-67891833,0379-67891813,www.longhuachuanre.com,2011-09-16,2011-09-07,"2,000",33,55,"网下询价发行,上网定价发行",光大证券股份有限公司 , ,光大证券股份有限公司 
300264,深圳市佳创视讯技术股份有限公司,AVIT Ltd.,广东省深圳市光明新区观光路招商局光明科技园A3栋C208单元,佳创视讯,陈坤江,李汉辉,"41,310.0000",软件和信息技术服务业,518048,0755-83571200,0755-83575099,www.avit.com.cn,2011-09-16,2011-09-06,"2,600",16.5,50,"网下询价发行,上网定价发行",招商证券股份有限公司 , ,招商证券股份有限公司 
300265,江苏通光电子线缆股份有限公司,"Jiangsu Tongguang Electronic Wire and Cable Co., Ltd.",江苏省海门市海门镇渤海路169号,通光线缆,张忠,姜独松,"33,750.0000",电气机械和器材制造业,226103,0513-82263991,0513-82105111,www.tgjt.cn,2011-09-16,2011-09-05,"3,500",14.38,55.31,"网下询价发行,上网定价发行",世纪证券有限责任公司 , ,世纪证券有限责任公司 
300266,兴源环境科技股份有限公司,"Xingyuan Environment Technology Co., Ltd.",浙江省杭州市余杭区杭州余杭经济技术开发区望梅路1588号,兴源环境,周立武,樊昌源,"104,295.4038",生态保护和环境治理业,311100,0571-88771111,0571-88777839,www.xingyuan.com,2011-09-27,2011-09-19,"1,400",26,38.81,"网下询价发行,上网定价发行",中信建投证券有限责任公司 , ,中信建投证券有限责任公司 
300267,湖南尔康制药股份有限公司,"Hunan Er-kang Pharmaceutical Co., Ltd.",湖南省长沙市浏阳经济技术开发区康平路167号,尔康制药,帅放文,罗琅,"206,260.4870",医药制造业,410331,0731-83282597,0731-83282705,www.hnerkang.com,2011-09-27,2011-09-15,"4,600",17.97,49.92,"网下询价发行,上网定价发行",西部证券股份有限公司 , ,西部证券股份有限公司 
300268,佳沃农业开发股份有限公司,"Joyvio Agriculture Development Co., Ltd.",湖南省常德市桃源县陬市镇桂花路1号,佳沃股份,汤捷,张久利,"13,400.0000",农副食品加工业,415701,0736-6689376,0736-6686578,www.wanfushk.com,2011-09-27,2011-09-15,"1,700",25,33.78,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300269,深圳市联建光电股份有限公司,"Shenzhen Liantronics Co., Ltd.",广东省深圳市宝安区68区留仙三路安通达工业厂区四号厂房2楼,联建光电,刘虎军,王峰,"61,350.8411",商务服务业,518101,0755-29746682,0755-29746765,www.lcjh.com,2011-10-12,2011-09-27,"1,840",20,38.31,"网下询价发行,上网定价发行",东方证券股份有限公司 , ,东方花旗证券有限公司 
300270,杭州中威电子股份有限公司,"Hangzhou OB Telecom Electronics Co., Ltd.",浙江省杭州市西湖区文三路20号浙江建工大楼17层,中威电子,石旭刚,孙琳,"27,250.3000",计算机、通信和其他电子设备制造业,310051,0571-88373153,0571-88394930,www.joyware.com,2011-10-12,2011-09-27,"1,000",35,42.68,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300271,北京华宇软件股份有限公司,Beijing Thunisoft Corporation Limited,北京市海淀区中关村东路1号院清华科技园科技大厦C座25层,华宇软件,邵学,韦光宇,"76,067.0039",软件和信息技术服务业,100084,010-82150085,010-82150616,www.thunisoft.com,2011-10-26,2011-10-10,"1,850",30.8,33.85,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 西南证券股份有限公司 
300272,上海开能环保设备股份有限公司,"Shanghai Canature Environmental Products Co., Ltd.",上海浦东新区川大路518号,开能环保,瞿建国,蒋玮芳,"39,818.5632",电气机械和器材制造业,201200,021-58599901,021-58599079,www.canature.com,2011-11-02,2011-10-21,"2,750",11.5,36.28,"网下询价发行,上网定价发行",长江证券承销保荐有限公司 , ,长江证券承销保荐有限公司 
300273,珠海和佳医疗设备股份有限公司,"Zhuhai Hokai Medical Instruments Co., Ltd.",广东省珠海市香洲区宝盛路5号,和佳股份,郝镇熙,吴炜,"78,782.3576",专用设备制造业,519030,0756-8686333,0756-8686077,www.hokai.com,2011-10-26,2011-10-18,"3,335",20,62.19,"网下询价发行,上网定价发行",新时代证券有限责任公司 , ,新时代证券有限责任公司 中银国际证券有限责任公司 
300274,阳光电源股份有限公司,"Sungrow Power Supply Co., Ltd.",安徽省合肥市高新区习友路1699号,阳光电源,曹仁贤,解小勇,"144,845.8600",电气机械和器材制造业,230088,0551-65325628,0551-65327800,www.sungrowpower.com,2011-11-02,2011-10-24,"4,480",30.5,41.48,"网下询价发行,上网定价发行",国元证券股份有限公司 , ,国元证券股份有限公司 
300275,重庆梅安森科技股份有限公司,"Chongqing Mas Sci and Tech. Co., Ltd.",重庆市九龙坡区二郞创业路105号高科创业园C2区6层,梅安森,马焰,张亚,"16,427.6000",软件和信息技术服务业,400039,023-68467829,023-68465683,www.cqmas.com,2011-11-02,2011-10-25,"1,467",26,37.14,"网下询价发行,上网定价发行",民生证券有限责任公司 , ,民生证券有限责任公司 
300276,湖北三丰智能输送装备股份有限公司,"Hubei Sanfeng Intelligent Conveying Equipment Co., Ltd.",湖北省黄石市黄石经济技术开发区黄金山工业新区金山大道398号,三丰智能,朱汉平,张蓉,"47,694.8542",专用设备制造业,435000,0714-6399669,0714-6359320,www.cnsanf.com,2011-11-15,2011-11-03,"1,500",25.5,45.54,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300277,深圳海联讯科技股份有限公司,Shenzhen Hirisun Technology Incorporated,广东省深圳市南山区深南大道市高新技术园R2厂房B区3a层,海联讯,王天青,章文藻(代),"33,500.0000",软件和信息技术服务业,518057,0755-26972918,0755-26972818,www.hirisun.com,2011-11-23,2011-11-14,"1,700",23,32.86,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300278,华昌达智能装备集团股份有限公司,"Huachangda Intelligent Equipment Group Co., Ltd.",湖北省十堰市东益大道9号,华昌达,陈泽,陈泽(代),"54,504.3412",专用设备制造业,442012,0719-8767909,0719-8767768,www.hchd.com.cn,2011-12-16,2011-12-07,"2,170",16.56,46,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300279,无锡和晶科技股份有限公司,"Wuxi Hodgen Technology Co., Ltd.",江苏省无锡新区长江东路177号,和晶科技,陈柏林,陈瑶,"44,894.1998",电气机械和器材制造业,214145,0510-85259761,0510-85258772,www.hodgen-china.com,2011-12-29,2011-12-20,"1,550",15.6,31.33,"网下询价发行,上网定价发行",申银万国证券股份有限公司 , ,申万宏源证券承销保荐有限责任公司 申银万国证券股份有限公司 
300280,南通锻压设备股份有限公司,"Nantong Metalforming Equipment Co., Ltd.",江苏省南通市如皋经济开发区锻压产业园区内,南通锻压,姚小欣,鲍蕾,"12,800.0000",通用设备制造业,226578,0513-82153885,0513-82153885,www.ntdy.com.cn,2011-12-29,2011-12-19,"3,200",11,34.38,"网下询价发行,上网定价发行",海通证券股份有限公司 , ,海通证券股份有限公司 
300281,广东金明精机股份有限公司,"Guangdong Jinming Machinery Co., Ltd.",广东省汕头市濠江区纺织工业园,金明精机,马镇鑫,谢珍慧,"27,928.2387",专用设备制造业,515098,0754-89811399,0754-89811303,www.jmjj.com,2011-12-29,2011-12-19,"1,500",25,44.42,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 长城证券股份有限公司 兴业证券股份有限公司 
300282,北京汇冠新技术股份有限公司,"Beijing Irtouch Systems Co., Ltd.",北京市海淀区西北旺东路10号院东区21号楼6层101-601,汇冠股份,林荣滨,海洋,"24,953.7637",计算机、通信和其他电子设备制造业,100015,010-84573455,010-84574981,www.irtouch.com,2011-12-29,2011-12-19,"1,151",17.2,32.45,"网下询价发行,上网定价发行",长城证券有限责任公司 , ,长城证券有限责任公司 
300283,温州宏丰电工合金股份有限公司,"Wenzhou Hongfeng Electrical Alloy Co., Ltd.",浙江省乐清市北白象镇大桥工业区塘下片区,温州宏丰,陈晓,严学文,"41,436.1350",电气机械和器材制造业,325026,0577-85515911,0577-85515915,www.wzhf.com,2012-01-10,2011-12-28,"1,771",20,32.32,"网下询价发行,上网定价发行",中德证券有限责任公司 , ,中德证券有限责任公司 
300284,苏交科集团股份有限公司,JSTI Group,江苏省南京市水西门大街223号,苏交科,符冠华,潘岭松,"57,821.7846",专业技术服务业,210019,025-86576542,025-86576666,www.jsti.com;www.jstri.com,2012-01-10,2011-12-27,"6,000",13.3,35.95,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
300285,山东国瓷功能材料股份有限公司,"Shandong Sinocera Functional Material Co., Ltd.",山东省东营市东营区辽河路24号,国瓷材料,张曦,许少梅,"59,830.1142",化学原料和化学制品制造业,257091,0546-8073660,0546-8073610,www.sinocera.com.cn,2012-01-13,2012-01-04,"1,560",26,55.32,"网下询价发行,上网定价发行",招商证券股份有限公司 , ,西南证券股份有限公司 招商证券股份有限公司 
300286,安科瑞电气股份有限公司,"Acrel Co., Ltd.",上海市嘉定区育绿路253号,安科瑞,周中,罗叶兰,"14,459.7000",仪器仪表制造业,201801,021-69158331,021-69158330,www.acrel.cn,2012-01-13,2012-01-04,867,30,32.97,"网下询价发行,上网定价发行",国融证券股份有限公司 , ,国融证券股份有限公司 
300287,北京飞利信科技股份有限公司,"Beijing Philisense Technology Co., Ltd.",北京市海淀区塔院志新村2号金唐酒店3层3078,飞利信,杨振华,许莉,"143,527.3808",软件和信息技术服务业,100191,010-62053775,010-62041496,www.philisense.com,2012-02-01,2012-01-16,"2,100",15,37.5,"网下询价发行,上网定价发行",中国银河证券股份有限公司 , ,中国银河证券股份有限公司 
300288,贵阳朗玛信息技术股份有限公司,"Guiyang Longmaster Information and Technology Co., Ltd.",贵州省贵阳市高新金阳科技产业园长岭南路31号(国家数字内容产业园二楼),朗玛信息,王伟,李博,"33,794.1402",电信、广播电视和卫星传输服务,550022,0851-83842119-8004,0851-83835538,www.longmaster.com.cn,2012-02-16,2012-02-08,"1,340",22.44,34,"网下询价发行,上网定价发行",宏源证券股份有限公司 , ,申万宏源证券承销保荐有限责任公司 宏源证券股份有限公司 
300289,北京利德曼生化股份有限公司,"Beijing Leadman Biochemistry Co., Ltd.",北京市北京经济技术开发区兴海路5号,利德曼,沈广仟,张丽华,"42,380.5235",医药制造业,100176,010-84923554,010-67856540-8881,www.leadmanbio.com,2012-02-16,2012-02-08,"3,840",13,37.14,"网下询价发行,上网定价发行",民生证券有限责任公司 , ,民生证券有限责任公司 
300290,荣科科技股份有限公司,"Bringspring Science and Technology Co., Ltd.",辽宁省沈阳经济技术开发区开发大路7甲3号,荣科科技,付永全,张羽,"32,142.9652",软件和信息技术服务业,110027,024-22851050,024-22851050,www.bringspring.com,2012-02-16,2012-02-08,"1,700",11.11,23.15,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,华西证券股份有限公司 平安证券有限责任公司 
300291,北京华录百纳影视股份有限公司,"Beijing Hualubaina Film and TV Co., Ltd.",北京市石景山区八大处高科技园区西井路3号3号楼5365房间,华录百纳,陈润生,李倩,"81,246.1176",广播、电视、电影和影视录音制作业,100043,010-56842366,010-56842325,www.hlbn-ent.com,2012-02-09,2012-02-01,"1,500",45,82.46,"网下询价发行,上网定价发行",华西证券有限责任公司 , ,华西证券有限责任公司 
300292,吴通控股集团股份有限公司,"Wutong Holding Group Co., Ltd.",江苏省苏州市相城经济开发区漕湖街道太东路2596号,吴通控股,万卫方,姜红,"127,485.0476",计算机、通信和其他电子设备制造业,215143,0512-83982280,0512-65461778,www.cnwutong.com,2012-02-29,2012-02-21,"1,670",12,23.67,"网下询价发行,上网定价发行",东吴证券股份有限公司 , ,东吴证券股份有限公司 
300293,沈阳蓝英工业自动化装备股份有限公司,"Shenyang Blue Silver Industry Automatic Equipment Co., Ltd.",辽宁省沈阳市浑南产业区东区飞云路3号,蓝英装备,郭洪涛,白雪亮,"27,000.0000",专用设备制造业,110168,024-23810393,024-23825186,www.chnsbs.net,2012-03-08,2012-02-28,"1,500",24.8,23.4,"网下询价发行,上网定价发行",民生证券有限责任公司 , ,民生证券有限责任公司 
300294,博雅生物制药集团股份有限公司,"Boya Bio-pharmaceutical Group Co., Ltd.",江西省抚州市高新技术产业园区惠泉路333号,博雅生物,廖昕晰,范一沁,"40,107.7201",医药制造业,344000,0794-8264398,0794-8237323,www.china-boya.com,2012-03-08,2012-02-29,"1,902",25,31.25,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
300295,江苏三六五网络股份有限公司,"Everyday Network Co., Ltd.",江苏省南京市六合区龙池街道新东路,三六五网,章海林,凌云,"19,299.6000",互联网和相关服务,211505,025-83201657,025-83202471,www.house365.com,2012-03-15,2012-03-01,"1,335",34,25.19,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300296,利亚德光电股份有限公司,"Leyard Optoelectronic Co., Ltd.",北京市海淀区颐和园北正红旗西街9号,利亚德,李军,李楠楠,"162,891.0650",计算机、通信和其他电子设备制造业,100091,010-62864532,010-62877624,www.leyard.com,2012-03-15,2012-03-05,"2,500",16,31.37,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
300297,蓝盾信息安全技术股份有限公司,"Bluedon Information Security Technologies Co., Ltd.",广东省广州市天河区天慧路16号,蓝盾股份,柯宗贵,李德桂,"117,536.5904",软件和信息技术服务业,510665,020-85639340,020-85639340,www.bluedon.com,2012-03-15,2012-03-05,"2,450",16,32.65,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
300298,三诺生物传感股份有限公司,Sinocare Inc.,湖南省长沙市高新技术产业开发区谷苑路265号,三诺生物,李少波,黄安国,"40,731.6839",专用设备制造业,410205,0731-89935529,0731-89935530,www.sinocare.com,2012-03-19,2012-03-06,"2,200",29,29.32,"网下询价发行,上网定价发行",中信证券股份有限公司 , ,中信证券股份有限公司 
300299,富春科技股份有限公司,"Fuchun Technology Co., Ltd.",福建省福州市鼓楼区铜盘路软件大道89号C区25号楼,富春股份,缪品章,缪品章(代),"57,000.3955",软件和信息技术服务业,350003,0591-83992010,0591-83920667,www.forcom.com.cn,2012-03-19,2012-03-08,"1,700",16,34.7,"网下询价发行,上网定价发行",国元证券股份有限公司 , ,国元证券股份有限公司 
300300,汉鼎宇佑互联网股份有限公司,"Hakim Unique Internet Co., Ltd.",浙江省杭州市下城区永福桥路5号汉鼎国际大厦南楼1101室,汉鼎宇佑,项坚,方路遥,"45,939.3716",软件和信息技术服务业,310006,0571-89938397,0571-88303333,www.hakim.com.cn,2012-03-19,2012-03-07,"2,200",18,37.5,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,中德证券有限责任公司 国信证券股份有限公司 
300301,深圳市长方集团股份有限公司,"Shenzhen Changfang Group Co., Ltd.",广东省深圳市坪山新区大工业区聚龙山3号路,长方集团,邓子长,胡济荣,"79,010.8769",计算机、通信和其他电子设备制造业,518118,0755-82828966,0755-83981999,www.cfled.com,2012-03-21,2012-03-12,"2,700",20,32.79,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300302,北京同有飞骥科技股份有限公司,"Toyou Feiji Electronics Co., Ltd.",北京市海淀区地锦路9号院2号楼-1至4层101,同有科技,周泽湘,沈晶,"42,127.0038",软件和信息技术服务业,100095,010-62491977,010-62491977,www.toyou.com.cn,2012-03-21,2012-03-13,"1,500",21,39.62,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300303,深圳市聚飞光电股份有限公司,"Shenzhen Jufei Optoelectronics Co., Ltd.",广东省深圳市龙岗区平湖街道鹅公岭社区鹅岭工业区4号,聚飞光电,邢其彬,于芳,"125,007.3737",计算机、通信和其他电子设备制造业,518111,0755-29646311,0755-29646312,www.jfled.com.cn,2012-03-19,2012-03-09,"2,046",25,27.53,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
300304,江苏云意电气股份有限公司,"Jiangsu Yunyi Electric Co., Ltd.",江苏省徐州市铜山经济开发区黄山路26号,云意电气,付红玲,李成忠,"87,229.1218",汽车制造业,221116,0516-83306666,0516-83306669,www.yunyi-china.com,2012-03-21,2012-03-13,"2,500",22,29.5,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
300305,江苏裕兴薄膜科技股份有限公司,"Jiangsu Yuxing Film Technology Co., Ltd.",江苏省常州市钟楼经济开发区童子河西路8-8号,裕兴股份,王建新,陈琼,"28,978.9000",橡胶和塑料制品业,213023,0519-83905129,0519-83971008,www.czyuxing.com,2012-03-29,2012-03-19,"2,000",42,30.37,"网下询价发行,上网定价发行",东海证券有限责任公司 , ,东海证券股份有限公司 
300306,杭州远方光电信息股份有限公司,"Hangzhou Everfine Photo-e-info Co., Ltd.",浙江省杭州市滨江区滨康路669号1号楼,远方信息,潘建根,张杰,"28,747.3405",仪器仪表制造业,310053,0571-88990665,0571-86673318,www.everfine.cn,2012-03-29,2012-03-21,"1,500",45,51.72,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券股份有限公司 
300307,宁波慈星股份有限公司,"Ningbo Cixing Co., Ltd.",浙江省慈溪市白沙路街道华东轻纺针织城三期6号楼,慈星股份,孙平范,杨雪兰,"80,200.0000",专用设备制造业,315336,0574-63932279,0574-63070388,www.ci-xing.com,2012-03-29,2012-03-20,"6,100",35,16.43,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300308,中际旭创股份有限公司,"Zhongji Innolight Co., Ltd.",山东省龙口市诸由观镇驻地,中际旭创,王伟修,王军,"47,385.7056",专用设备制造业,265705,0535-8573360,0535-8573360,www.zhongji.cc,2012-04-10,2012-03-26,"1,667",20,26.73,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
300309,吉艾科技集团股份公司,"GI Technologies Group Co., Ltd.",北京市丰台区海鹰路1号院2号楼2层201室,吉艾科技,黄文帜,杨培培,"48,402.6066",仪器仪表制造业,100007,010-83612293,010-83612366,www.gi-tech.cn,2012-04-10,2012-03-27,"2,800",31,34.01,"网下询价发行,上网定价发行",中国国际金融有限公司 , ,申万宏源证券承销保荐有限责任公司 中国国际金融有限公司 
300310,广东宜通世纪科技股份有限公司,"Guangdong Eastone Century Technology Co., Ltd.",广东省广州市天河区建中路14、16号第三层东,宜通世纪,钟飞鹏,李伟,"89,398.3686",电信、广播电视和卫星传输服务,510665,020-66819698,020-85566235,www.etonetech.com,2012-04-25,2012-04-16,"2,200",17,23.24,"网下询价发行,上网定价发行",广发证券股份有限公司 , ,广发证券股份有限公司 
300311,任子行网络技术股份有限公司,"Surfilter Network Technology Co., Ltd.",广东省深圳市南山区高新区科技中2路软件园2栋6楼,任子行,景晓军,景晓军(代),"44,793.0709",软件和信息技术服务业,518057,0755-86168366,0755-86168355,www.1218.com.cn,2012-04-25,2012-04-16,"1,770",15,30.61,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300312,邦讯技术股份有限公司,"Boomsense Technology Co., Ltd.",北京市海淀区杏石口路80号益园文化创意产业基地A区4号楼一层,邦讯技术,张庆文,牛巨辉,"32,004.0000",软件和信息技术服务业,100195,010-64998205,010-65800000-8166,www.boomsense.com,2012-05-08,2012-04-25,"2,668",20,26.67,"网下询价发行,上网定价发行",招商证券股份有限公司 , ,招商证券股份有限公司 
300313,新疆天山畜牧生物工程股份有限公司,"Xinjiang Tianshan Animal Husbandry Bio-engineering Co., Ltd.",新疆维吾尔自治区昌吉市高新区光明南路1号,天山生物,李刚,于舒玮,"19,735.2789",畜牧业,831100,0994-6566618,0994-6566616,www.xjtssw.com,2012-04-25,2012-04-17,"2,273",13,56.52,"网下询价发行,上网定价发行",民生证券有限责任公司 , ,民生证券有限责任公司 
300314,宁波戴维医疗器械股份有限公司,"Ningbo David Medical Device Co., Ltd.",浙江省宁波市象山县石浦科技园区科苑路2号,戴维医疗,陈再宏,李则东,"28,800.0000",专用设备制造业,315731,0574-65982386,0574-65950888,www.nbdavid.com,2012-05-08,2012-04-24,"2,000",20,29.85,"网下询价发行,上网定价发行",宏源证券股份有限公司 , ,申万宏源证券承销保荐有限责任公司 宏源证券股份有限公司 
300315,北京掌趣科技股份有限公司,"Ourpalm Co., Ltd.",北京市海淀区奥北产业基地29号楼（北楼）1-9层,掌趣科技,刘惠城,王娉,"275,799.2863",互联网和相关服务,100192,010-65073699,010-65073699,www.ourpalm.com,2012-05-11,2012-05-02,"4,092",16,48.16,"网下询价发行,上网定价发行",中信证券股份有限公司 , ,中信证券股份有限公司 
300316,浙江晶盛机电股份有限公司,"Zhejiang Jingsheng Mechanical and Electrical Co., Ltd.",浙江省绍兴市上虞区通江西路218号,晶盛机电,曹建伟,陆晓雯,"98,492.6080",专用设备制造业,312300,0571-88317398,0571-89900293,www.jsjd.cc,2012-05-11,2012-05-02,"3,335",33,34.74,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,申万宏源证券承销保荐有限责任公司 国信证券股份有限公司 
300317,深圳珈伟光伏照明股份有限公司,"Shenzhen Jiawei Photovoltaic Lighting Co., Ltd.",广东省深圳市龙岗区坪地街道中心社区新发工业区1、2、3、4号,珈伟股份,丁孔贤,陈琼阁,"85,432.9396",电气机械和器材制造业,518117,0755-85224478,0755-85224353,www.jiawei.com,2012-05-11,2012-05-03,"3,500",11,27.5,"网下询价发行,上网定价发行",国泰君安证券股份有限公司 , ,国泰君安证券股份有限公司 
300318,北京博晖创新光电技术股份有限公司,"Beijing Bohui Innovation Technology Co., Ltd.",北京市昌平区生命园路9号院,博晖创新,卢信群,刘敏,"82,141.0144",专用设备制造业,102206,010-88850168,010-88856244,www.bohui-tech.com,2012-05-23,2012-05-15,"2,560",15,34.09,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300319,深圳市麦捷微电子科技股份有限公司,"Shenzhen Microgate Technology Co., Ltd.",广东省深圳市坪山区坑梓街道新乔围工业区新发路5号,麦捷科技,李文燕,姜波,"70,431.7930",计算机、通信和其他电子设备制造业,518110,0755-28085000-320,0755-28085605,www.szmicrogate.com,2012-05-23,2012-05-15,"1,334",15.3,27.82,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300320,江阴海达橡塑股份有限公司,"Jiangyin Haida Rubber and Plastic Co., Ltd.",江苏省江阴市周庄镇云顾路585号,海达股份,钱振宇,胡蕴新,"52,802.6400",橡胶和塑料制品业,214424,0510-86900687,0510-86221558,www.haida.cn,2012-06-01,2012-05-24,"1,667",19.8,26.4,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
300321,山东同大海岛新材料股份有限公司,"Shandong Tongda Island New Materials Co., Ltd.",山东省昌邑市同大街522号,同大股份,孙俊成,于洪亮,"8,880.0000",橡胶和塑料制品业,261300,0536-7191939,0536-7191956,www.tongdahdcx.com,2012-05-23,2012-05-14,"1,110",23,21.1,"网下询价发行,上网定价发行",平安证券股份有限公司 , ,平安证券股份有限公司 
300322,惠州硕贝德无线科技股份有限公司,"Huizhou Speed Wireless Technology Co., Ltd.",广东省惠州市东江高新区上霞片区SX-01-02号,硕贝德,朱坤华,谢荣钦,"40,709.3850",计算机、通信和其他电子设备制造业,516255,0752-2836716,0752-2836145,www.speed-hz.com,2012-06-08,2012-05-28,"2,335",14.3,37.63,"网下询价发行,上网定价发行",红塔证券股份有限公司 , ,红塔证券股份有限公司 
300323,华灿光电股份有限公司,HC Semitek Corporation,湖北省武汉市东湖开发区滨湖路8号,华灿光电,俞信华,俞信华(代),"84,229.1534",计算机、通信和其他电子设备制造业,430023,027-81929003,027-81929091-9003,www.hcsemitek.com,2012-06-01,2012-05-22,"5,000",20,34.42,"网下询价发行,上网定价发行",中信证券股份有限公司 , ,中信证券股份有限公司 
300324,北京旋极信息技术股份有限公司,"Beijing Watertek Information Technology Co., Ltd.",北京市海淀区丰秀中路3号院12号楼-1至5层101,旋极信息,陈江涛,黄海涛,"117,219.6195",软件和信息技术服务业,100094,010-82885950,010-82885950,www.watertek.com,2012-06-08,2012-05-30,"1,400",27,36.99,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,平安证券有限责任公司 
300325,江苏德威新材料股份有限公司,"Jiangsu Dewei Advanced Materials Co., Ltd.",江苏省太仓市沙溪镇沙南东路99号,德威新材,周建明,李红梅,"101,067.2385",橡胶和塑料制品业,215421,0512-53229379,0512-53222355,www.chinadewei.com,2012-06-01,2012-05-22,"2,000",17,25.37,"网下询价发行,上网定价发行",平安证券有限责任公司 , ,齐鲁证券有限公司 平安证券有限责任公司 
300326,上海凯利泰医疗科技股份有限公司,"Shanghai Kinetic Medical Co., Ltd.",上海市张江高科技园东区瑞庆路528号23幢2楼,凯利泰,秦杰,丁魁,"71,492.0317",专用设备制造业,200120,021-50720586,021-50722802,www.kineticmedinc.com.cn,2012-06-13,2012-06-05,"1,300",29.09,45.96,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
300327,中颖电子股份有限公司,"Sino Wealth Electronic Co., Ltd.",上海市长宁区临空经济园区金钟路767弄3号,中颖电子,傅启明,潘一德,"21,005.7113",计算机、通信和其他电子设备制造业,200335,021-61219988,021-61219989,www.sinowealth.com,2012-06-13,2012-06-04,"3,200",12.5,26.6,"网下询价发行,上网定价发行",国信证券股份有限公司 , ,国信证券股份有限公司 
300328,东莞宜安科技股份有限公司,"Dongguan Eontec Co., Ltd.",广东省东莞市清溪镇银泉工业区,宜安科技,杨洁丹,张春联,"40,977.0000",金属制品业,523662,0769-87387777,0769-87367777,www.e-ande.com,2012-06-19,2012-06-08,"2,800",12.8,30.99,"网下询价发行,上网定价发行",安信证券股份有限公司 , ,华泰联合证券有限责任公司 安信证券股份有限公司 
